Order ID,Order Date,Segment,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit
ORD-00159,2024-12-12,Consumer,Northwest,Office Supplies,Art,6,10.77,0,64.62,29.08
ORD-00175,2024-12-12,Corporate,Central,Furniture,Chairs,8,265.73,0,2125.84,637.75
ORD-00959,2024-12-12,Home Office,Central,Office Supplies,Binders,1,12.31,0,12.31,5.54
ORD-01613,2024-12-12,Home Office,South,Office Supplies,Art,5,26.66,0,133.3,59.98
ORD-01766,2024-12-12,Consumer,South,Furniture,Storage,1,290.23,0.2,232.18,29.02
ORD-01827,2024-12-12,Corporate,Siberia,Office Supplies,Paper,1,33.37,0.3,23.36,5.01
ORD-02145,2024-12-12,Home Office,Central,Office Supplies,Paper,5,6.67,0,33.35,15.01
ORD-02646,2024-12-12,Home Office,South,Technology,Laptops,2,1896.38,0,3792.76,834.41
ORD-00739,2024-12-13,Home Office,Central,Technology,Monitors,5,565.2,0,2826.0,621.72
ORD-01049,2024-12-13,Corporate,Volga,Technology,Monitors,4,529.84,0.1,1907.42,254.32
ORD-01212,2024-12-13,Corporate,Central,Technology,Monitors,3,316.71,0.1,855.12,114.02
ORD-01981,2024-12-13,Corporate,Siberia,Furniture,Tables,7,200.38,0.1,1262.39,280.53
ORD-02046,2024-12-13,Corporate,Central,Office Supplies,Art,7,41.73,0,292.11,131.45
ORD-02129,2024-12-13,Corporate,Volga,Furniture,Storage,3,178.81,0.1,482.79,107.29
ORD-02488,2024-12-13,Consumer,Volga,Technology,Phones,2,441.25,0.2,706.0,17.65
ORD-00132,2024-12-14,Corporate,Siberia,Furniture,Tables,6,427.54,0.3,1795.67,0.0
ORD-00556,2024-12-14,Home Office,Siberia,Technology,Laptops,2,1636.66,0,3273.32,720.13
ORD-00670,2024-12-14,Consumer,Central,Furniture,Bookcases,8,284.18,0.1,2046.1,454.69
ORD-00790,2024-12-14,Consumer,Central,Technology,Laptops,4,681.03,0.1,2451.71,326.9
ORD-00883,2024-12-14,Corporate,Central,Office Supplies,Art,5,16.26,0.1,73.17,28.45
ORD-00950,2024-12-14,Consumer,Siberia,Office Supplies,Binders,2,23.37,0,46.74,21.03
ORD-02619,2024-12-14,Home Office,Northwest,Furniture,Storage,6,94.13,0.3,395.35,0.0
ORD-00578,2024-12-15,Home Office,Volga,Furniture,Chairs,4,342.89,0,1371.56,411.47
ORD-01655,2024-12-15,Corporate,Central,Technology,Phones,6,1081.92,0.1,5842.37,778.98
ORD-01839,2024-12-15,Consumer,South,Technology,Phones,2,1081.59,0,2163.18,475.9
ORD-02021,2024-12-15,Home Office,Central,Office Supplies,Binders,1,5.64,0.1,5.08,1.98
ORD-02177,2024-12-15,Consumer,Siberia,Office Supplies,Paper,4,32.14,0.1,115.7,44.99
ORD-02290,2024-12-15,Consumer,Central,Technology,Phones,8,986.18,0,7889.44,1735.68
ORD-02667,2024-12-15,Home Office,Central,Office Supplies,Binders,2,3.91,0.3,5.47,1.17
ORD-02824,2024-12-15,Consumer,Northwest,Office Supplies,Binders,2,17.96,0,35.92,16.16
ORD-00113,2024-12-16,Corporate,Northwest,Technology,Laptops,3,1830.89,0.1,4943.4,659.12
ORD-00506,2024-12-16,Consumer,Volga,Office Supplies,Art,8,59.89,0.2,383.3,119.78
ORD-01001,2024-12-16,Consumer,Volga,Office Supplies,Paper,7,10.79,0.1,67.98,26.44
ORD-01773,2024-12-16,Consumer,Northwest,Technology,Laptops,7,1901.35,0.1,11978.5,1597.13
ORD-02189,2024-12-16,Consumer,South,Technology,Phones,7,1069.73,0.3,5241.68,-599.05
ORD-02218,2024-12-16,Corporate,Volga,Office Supplies,Pens,3,15.6,0.2,37.44,11.7
ORD-02289,2024-12-16,Corporate,Northwest,Technology,Phones,6,420.59,0.3,1766.48,-201.88
ORD-00403,2024-12-17,Consumer,Central,Furniture,Storage,6,287.09,0.3,1205.78,0.0
ORD-00998,2024-12-17,Consumer,Central,Furniture,Tables,3,550.17,0,1650.51,495.15
ORD-01064,2024-12-17,Consumer,Central,Furniture,Chairs,7,287.02,0,2009.14,602.74
ORD-01138,2024-12-17,Corporate,Central,Office Supplies,Binders,7,10.67,0.1,67.22,26.14
ORD-02190,2024-12-17,Corporate,Central,Technology,Phones,5,639.94,0,3199.7,703.93
ORD-02257,2024-12-17,Consumer,Central,Furniture,Bookcases,3,488.89,0,1466.67,440.0
ORD-02935,2024-12-17,Corporate,Central,Furniture,Tables,6,471.41,0.3,1979.92,-0.0
ORD-00231,2024-12-18,Corporate,Northwest,Furniture,Bookcases,7,475.47,0.3,2329.8,-0.0
ORD-00257,2024-12-18,Corporate,Northwest,Technology,Accessories,1,131.6,0,131.6,28.95
ORD-01276,2024-12-18,Consumer,Northwest,Office Supplies,Paper,6,10.26,0.2,49.25,15.39
ORD-01578,2024-12-18,Consumer,Volga,Furniture,Storage,4,272.68,0,1090.72,327.22
ORD-02050,2024-12-18,Corporate,Northwest,Furniture,Bookcases,7,209.86,0.1,1322.12,293.81
ORD-02429,2024-12-18,Home Office,Central,Office Supplies,Paper,8,16.23,0,129.84,58.43
ORD-02655,2024-12-18,Consumer,South,Office Supplies,Binders,2,19.34,0.1,34.81,13.54
ORD-02934,2024-12-18,Consumer,Northwest,Office Supplies,Binders,8,23.32,0,186.56,83.95
ORD-00166,2024-12-19,Corporate,Central,Office Supplies,Paper,6,32.0,0,192.0,86.4
ORD-00450,2024-12-19,Consumer,Central,Furniture,Chairs,3,230.62,0.1,622.67,138.37
ORD-00483,2024-12-19,Consumer,Northwest,Technology,Accessories,5,97.73,0,488.65,107.5
ORD-01652,2024-12-19,Consumer,South,Technology,Accessories,3,108.33,0.3,227.49,-26.0
ORD-02394,2024-12-19,Consumer,Northwest,Office Supplies,Art,3,52.65,0.3,110.56,23.69
ORD-02547,2024-12-19,Consumer,Volga,Furniture,Bookcases,2,454.32,0,908.64,272.59
ORD-02764,2024-12-19,Consumer,Volga,Technology,Laptops,3,1101.66,0.1,2974.48,396.6
ORD-00048,2024-12-20,Consumer,South,Office Supplies,Paper,4,20.94,0.2,67.01,20.94
ORD-01091,2024-12-20,Home Office,Central,Furniture,Bookcases,1,287.4,0.1,258.66,57.48
ORD-01289,2024-12-20,Consumer,Northwest,Technology,Monitors,3,221.11,0.2,530.66,13.26
ORD-02788,2024-12-20,Consumer,Northwest,Technology,Accessories,8,82.9,0.3,464.24,-53.06
ORD-00499,2024-12-21,Consumer,Central,Technology,Phones,6,697.67,0.1,3767.42,502.32
ORD-01090,2024-12-21,Consumer,Central,Technology,Monitors,7,165.66,0.2,927.7,23.2
ORD-01131,2024-12-21,Consumer,Central,Technology,Phones,4,1025.06,0,4100.24,902.05
ORD-01196,2024-12-21,Home Office,Central,Technology,Accessories,4,80.7,0,322.8,71.02
ORD-01233,2024-12-21,Consumer,South,Technology,Laptops,7,911.87,0.1,5744.78,765.97
ORD-01388,2024-12-21,Corporate,Volga,Furniture,Storage,1,189.07,0.1,170.16,37.81
ORD-01826,2024-12-21,Consumer,Central,Furniture,Bookcases,6,441.13,0,2646.78,794.03
ORD-02241,2024-12-21,Home Office,Northwest,Office Supplies,Binders,2,18.54,0.2,29.66,9.27
ORD-02745,2024-12-21,Corporate,Central,Technology,Monitors,1,521.09,0.1,468.98,62.53
ORD-00321,2024-12-22,Home Office,Northwest,Office Supplies,Binders,6,9.42,0.3,39.56,8.47
ORD-00472,2024-12-22,Corporate,Siberia,Office Supplies,Binders,4,16.34,0.1,58.82,22.87
ORD-00916,2024-12-22,Consumer,South,Furniture,Bookcases,7,372.51,0.1,2346.81,521.51
ORD-00947,2024-12-22,Consumer,Volga,Furniture,Bookcases,4,198.59,0.2,635.49,79.44
ORD-01404,2024-12-22,Consumer,South,Office Supplies,Binders,1,13.24,0.1,11.92,4.64
ORD-01836,2024-12-22,Consumer,Volga,Furniture,Tables,5,859.33,0.1,3866.99,859.33
ORD-02277,2024-12-22,Home Office,Volga,Office Supplies,Binders,3,20.56,0,61.68,27.76
ORD-02322,2024-12-22,Consumer,Central,Technology,Laptops,3,509.84,0,1529.52,336.49
ORD-02614,2024-12-22,Consumer,Central,Technology,Laptops,6,623.6,0,3741.6,823.15
ORD-02628,2024-12-22,Corporate,Central,Technology,Accessories,8,41.22,0,329.76,72.55
ORD-02696,2024-12-22,Home Office,Siberia,Furniture,Tables,4,559.07,0,2236.28,670.88
ORD-01050,2024-12-23,Home Office,Central,Office Supplies,Art,3,13.67,0.2,32.81,10.25
ORD-01059,2024-12-23,Consumer,Central,Furniture,Tables,4,600.71,0,2402.84,720.85
ORD-01907,2024-12-23,Corporate,South,Technology,Laptops,2,1175.5,0,2351.0,517.22
ORD-01977,2024-12-23,Home Office,Central,Office Supplies,Paper,3,27.65,0,82.95,37.33
ORD-02101,2024-12-23,Consumer,South,Technology,Laptops,6,541.67,0.1,2925.02,390.0
ORD-02493,2024-12-23,Consumer,South,Technology,Laptops,5,1546.86,0.1,6960.87,928.12
ORD-02812,2024-12-23,Corporate,South,Office Supplies,Art,8,41.9,0,335.2,150.84
ORD-00150,2024-12-24,Corporate,Northwest,Office Supplies,Art,2,14.71,0,29.42,13.24
ORD-00377,2024-12-24,Consumer,Central,Office Supplies,Binders,6,23.83,0.2,114.38,35.74
ORD-02413,2024-12-24,Consumer,Siberia,Office Supplies,Binders,5,21.76,0.2,87.04,27.2
ORD-02539,2024-12-24,Consumer,Central,Office Supplies,Pens,2,16.66,0.1,29.99,11.66
ORD-00993,2024-12-25,Consumer,South,Technology,Phones,1,463.58,0,463.58,101.99
ORD-02625,2024-12-25,Consumer,Central,Office Supplies,Binders,3,8.05,0,24.15,10.87
ORD-00070,2024-12-26,Corporate,Central,Technology,Accessories,4,46.12,0,184.48,40.59
ORD-00160,2024-12-26,Corporate,Volga,Technology,Phones,8,558.19,0.2,3572.42,89.31
ORD-00869,2024-12-26,Home Office,Northwest,Technology,Accessories,8,72.52,0.1,522.14,69.62
ORD-00961,2024-12-26,Consumer,Central,Furniture,Chairs,1,285.29,0,285.29,85.59
ORD-01139,2024-12-26,Corporate,Volga,Furniture,Storage,3,225.95,0,677.85,203.36
ORD-01170,2024-12-26,Consumer,Northwest,Office Supplies,Pens,4,3.54,0.3,9.91,2.12
ORD-01292,2024-12-26,Home Office,South,Furniture,Chairs,5,315.47,0.1,1419.62,315.47
ORD-01393,2024-12-26,Consumer,Volga,Office Supplies,Binders,5,9.96,0,49.8,22.41
ORD-01764,2024-12-26,Corporate,Northwest,Technology,Laptops,7,1493.47,0.2,8363.43,209.08
ORD-02128,2024-12-26,Consumer,South,Furniture,Tables,5,555.76,0,2778.8,833.64
ORD-02279,2024-12-26,Consumer,South,Technology,Monitors,8,129.56,0.2,829.18,20.73
ORD-02748,2024-12-26,Home Office,Central,Technology,Monitors,7,432.58,0,3028.06,666.17
ORD-01017,2024-12-27,Consumer,Central,Technology,Monitors,2,449.65,0.1,809.37,107.92
ORD-01112,2024-12-27,Corporate,Central,Technology,Laptops,2,1632.49,0,3264.98,718.3
ORD-01176,2024-12-27,Corporate,Northwest,Technology,Laptops,2,1024.59,0.1,1844.26,245.9
ORD-01579,2024-12-27,Corporate,Central,Office Supplies,Paper,6,32.27,0.2,154.9,48.41
ORD-01774,2024-12-27,Corporate,Northwest,Office Supplies,Binders,3,17.04,0.2,40.9,12.78
ORD-00165,2024-12-28,Corporate,Central,Furniture,Storage,5,295.07,0.2,1180.28,147.54
ORD-00400,2024-12-28,Home Office,Central,Furniture,Tables,8,206.15,0,1649.2,494.76
ORD-00574,2024-12-28,Home Office,Volga,Office Supplies,Art,8,35.02,0.1,252.14,98.05
ORD-01201,2024-12-28,Consumer,Northwest,Office Supplies,Binders,6,19.0,0,114.0,51.3
ORD-01793,2024-12-28,Consumer,Central,Technology,Laptops,6,508.35,0.1,2745.09,366.01
ORD-02350,2024-12-28,Consumer,Central,Technology,Phones,1,677.88,0.1,610.09,81.34
ORD-02501,2024-12-28,Home Office,Central,Technology,Phones,8,992.86,0,7942.88,1747.43
ORD-00702,2024-12-29,Corporate,Northwest,Furniture,Tables,6,455.68,0,2734.08,820.22
ORD-00791,2024-12-29,Home Office,Central,Office Supplies,Pens,2,18.13,0.2,29.01,9.07
ORD-01191,2024-12-29,Corporate,South,Office Supplies,Art,7,46.52,0,325.64,146.54
ORD-01706,2024-12-29,Home Office,South,Furniture,Bookcases,2,451.06,0.1,811.91,180.43
ORD-01859,2024-12-30,Home Office,Central,Office Supplies,Binders,8,15.56,0.1,112.03,43.57
ORD-02165,2024-12-30,Consumer,Central,Furniture,Bookcases,7,197.27,0.1,1242.8,276.18
ORD-02582,2024-12-30,Consumer,Central,Office Supplies,Pens,7,14.39,0.1,90.66,35.26
ORD-00718,2024-12-31,Corporate,Central,Technology,Laptops,5,871.42,0.1,3921.39,522.85
ORD-00899,2024-12-31,Corporate,Central,Technology,Accessories,4,16.62,0.1,59.83,7.98
ORD-01499,2024-12-31,Corporate,Northwest,Furniture,Chairs,1,227.43,0.1,204.69,45.49
ORD-02188,2024-12-31,Corporate,Siberia,Office Supplies,Paper,4,18.29,0.1,65.84,25.6
ORD-02484,2024-12-31,Consumer,South,Office Supplies,Art,5,53.92,0.1,242.64,94.36
ORD-02559,2024-12-31,Corporate,Central,Office Supplies,Pens,3,8.41,0.2,20.18,6.3
ORD-00515,2025-01-01,Corporate,Central,Technology,Phones,8,736.77,0.1,5304.74,707.3
ORD-01085,2025-01-01,Corporate,Central,Technology,Accessories,6,65.22,0,391.32,86.09
ORD-01894,2025-01-01,Corporate,Central,Office Supplies,Paper,5,37.58,0.1,169.11,65.77
ORD-02200,2025-01-02,Consumer,Northwest,Technology,Laptops,5,821.67,0.3,2875.84,-328.67
ORD-02222,2025-01-02,Consumer,Northwest,Furniture,Storage,2,49.63,0,99.26,29.78
ORD-02362,2025-01-02,Consumer,South,Office Supplies,Pens,7,15.42,0.3,75.56,16.19
ORD-01178,2025-01-03,Consumer,Central,Furniture,Bookcases,5,277.69,0.1,1249.61,277.69
ORD-02958,2025-01-03,Corporate,Siberia,Furniture,Chairs,2,285.76,0,571.52,171.46
ORD-00072,2025-01-04,Home Office,Central,Technology,Laptops,1,911.47,0.1,820.32,109.37
ORD-00304,2025-01-04,Home Office,Northwest,Technology,Monitors,3,295.4,0.3,620.34,-70.9
ORD-01355,2025-01-04,Consumer,Siberia,Office Supplies,Art,5,57.19,0,285.95,128.68
ORD-01621,2025-01-04,Home Office,Volga,Office Supplies,Pens,2,8.07,0.1,14.53,5.65
ORD-00688,2025-01-05,Consumer,Volga,Furniture,Bookcases,8,343.76,0.2,2200.06,275.0
ORD-01733,2025-01-05,Consumer,Volga,Office Supplies,Binders,1,17.46,0.3,12.22,2.62
ORD-02519,2025-01-05,Consumer,Siberia,Furniture,Storage,1,201.94,0.1,181.75,40.39
ORD-02157,2025-01-06,Consumer,Central,Technology,Monitors,5,337.97,0.1,1520.87,202.79
ORD-00594,2025-01-07,Consumer,Northwest,Office Supplies,Pens,6,16.2,0.1,87.48,34.02
ORD-00648,2025-01-07,Consumer,Central,Furniture,Bookcases,8,339.06,0,2712.48,813.74
ORD-00733,2025-01-07,Corporate,Central,Office Supplies,Art,3,57.04,0,171.12,77.0
ORD-01402,2025-01-07,Consumer,Northwest,Technology,Accessories,4,64.21,0,256.84,56.5
ORD-00108,2025-01-08,Corporate,Central,Technology,Accessories,7,59.11,0,413.77,91.03
ORD-00941,2025-01-08,Corporate,Northwest,Office Supplies,Binders,4,14.43,0,57.72,25.97
ORD-00109,2025-01-09,Home Office,Central,Office Supplies,Binders,8,8.65,0.3,48.44,10.38
ORD-00463,2025-01-09,Consumer,Volga,Office Supplies,Art,7,47.26,0.1,297.74,115.79
ORD-00663,2025-01-09,Consumer,Siberia,Office Supplies,Paper,4,24.63,0,98.52,44.33
ORD-01241,2025-01-09,Home Office,Northwest,Office Supplies,Pens,4,15.11,0.1,54.4,21.16
ORD-01960,2025-01-09,Corporate,Siberia,Office Supplies,Paper,7,6.69,0,46.83,21.07
ORD-02003,2025-01-09,Consumer,Siberia,Furniture,Tables,5,318.68,0,1593.4,478.02
ORD-00283,2025-01-10,Corporate,South,Office Supplies,Art,7,36.41,0,254.87,114.69
ORD-01162,2025-01-10,Corporate,South,Technology,Laptops,5,1290.27,0,6451.35,1419.3
ORD-01248,2025-01-10,Corporate,Central,Office Supplies,Art,1,29.65,0,29.65,13.34
ORD-01609,2025-01-10,Consumer,Central,Office Supplies,Pens,2,13.99,0,27.98,12.59
ORD-01934,2025-01-10,Consumer,South,Technology,Phones,1,1144.29,0,1144.29,251.74
ORD-02817,2025-01-10,Consumer,Northwest,Furniture,Tables,7,708.63,0,4960.41,1488.12
ORD-00170,2025-01-11,Consumer,Siberia,Furniture,Storage,7,272.61,0,1908.27,572.48
ORD-00748,2025-01-11,Consumer,Volga,Furniture,Chairs,7,304.32,0.3,1491.17,0.0
ORD-01504,2025-01-11,Consumer,South,Office Supplies,Art,1,19.06,0.2,15.25,4.77
ORD-02020,2025-01-11,Consumer,Volga,Furniture,Chairs,3,72.36,0.1,195.37,43.41
ORD-02672,2025-01-11,Corporate,Siberia,Technology,Monitors,6,420.23,0,2521.38,554.7
ORD-02973,2025-01-11,Corporate,Central,Office Supplies,Art,1,10.36,0.1,9.32,3.62
ORD-00145,2025-01-12,Home Office,Northwest,Technology,Phones,7,853.51,0.1,5377.11,716.95
ORD-00316,2025-01-12,Home Office,Central,Furniture,Bookcases,4,390.62,0.1,1406.23,312.49
ORD-00571,2025-01-12,Consumer,Northwest,Office Supplies,Art,2,51.85,0,103.7,46.66
ORD-01541,2025-01-12,Consumer,South,Technology,Monitors,7,136.1,0.1,857.43,114.32
ORD-02285,2025-01-12,Corporate,Central,Furniture,Bookcases,7,400.73,0.2,2244.09,280.51
ORD-00674,2025-01-13,Corporate,Central,Furniture,Chairs,6,286.29,0,1717.74,515.32
ORD-01291,2025-01-13,Consumer,South,Office Supplies,Art,1,43.07,0,43.07,19.38
ORD-01888,2025-01-13,Corporate,Northwest,Furniture,Storage,3,243.65,0.3,511.67,0.0
ORD-00464,2025-01-14,Home Office,Central,Furniture,Bookcases,7,322.61,0.2,1806.62,225.83
ORD-01923,2025-01-14,Consumer,Central,Technology,Phones,4,933.67,0,3734.68,821.63
ORD-02007,2025-01-14,Consumer,Central,Office Supplies,Pens,7,9.07,0.3,44.44,9.52
ORD-02871,2025-01-14,Home Office,Volga,Furniture,Storage,1,225.66,0.1,203.09,45.13
ORD-00528,2025-01-15,Home Office,South,Office Supplies,Pens,4,12.95,0.1,46.62,18.13
ORD-00996,2025-01-15,Corporate,South,Technology,Monitors,2,161.87,0,323.74,71.22
ORD-01035,2025-01-15,Consumer,Volga,Technology,Phones,6,393.96,0.1,2127.38,283.65
ORD-00861,2025-01-16,Home Office,Central,Office Supplies,Art,2,53.68,0,107.36,48.31
ORD-01258,2025-01-16,Home Office,Central,Office Supplies,Paper,2,16.28,0.2,26.05,8.14
ORD-00978,2025-01-17,Consumer,Central,Furniture,Tables,2,773.79,0,1547.58,464.27
ORD-02192,2025-01-17,Consumer,Central,Technology,Phones,4,421.83,0,1687.32,371.21
ORD-02447,2025-01-17,Consumer,Northwest,Furniture,Storage,7,41.54,0.1,261.7,58.15
ORD-01366,2025-01-18,Consumer,Central,Furniture,Chairs,7,314.3,0.2,1760.08,220.01
ORD-02147,2025-01-18,Consumer,Central,Office Supplies,Art,3,15.37,0,46.11,20.75
ORD-02323,2025-01-18,Corporate,South,Office Supplies,Pens,1,17.36,0,17.36,7.81
ORD-02874,2025-01-18,Home Office,Northwest,Office Supplies,Binders,6,23.7,0,142.2,63.99
ORD-02952,2025-01-18,Consumer,Volga,Technology,Accessories,5,55.36,0.1,249.12,33.22
ORD-00254,2025-01-19,Consumer,Central,Office Supplies,Art,5,12.46,0.3,43.61,9.34
ORD-00582,2025-01-19,Consumer,Volga,Office Supplies,Art,2,17.74,0.3,24.84,5.33
ORD-00823,2025-01-19,Corporate,Northwest,Office Supplies,Paper,4,12.09,0.1,43.52,16.92
ORD-01293,2025-01-19,Corporate,Siberia,Technology,Phones,4,387.28,0,1549.12,340.81
ORD-01885,2025-01-19,Consumer,Central,Technology,Monitors,7,327.04,0,2289.28,503.64
ORD-02560,2025-01-19,Home Office,Central,Technology,Phones,1,568.77,0,568.77,125.13
ORD-01607,2025-01-20,Consumer,Northwest,Technology,Phones,1,1016.57,0,1016.57,223.65
ORD-01867,2025-01-20,Corporate,Central,Technology,Accessories,7,141.3,0,989.1,217.6
ORD-01879,2025-01-20,Consumer,South,Furniture,Tables,7,674.16,0.2,3775.3,471.92
ORD-02558,2025-01-20,Corporate,Central,Technology,Monitors,3,238.24,0.1,643.25,85.77
ORD-00094,2025-01-21,Home Office,Central,Technology,Laptops,4,1971.16,0.1,7096.18,946.16
ORD-00746,2025-01-21,Corporate,South,Office Supplies,Binders,1,3.46,0.1,3.11,1.21
ORD-00815,2025-01-21,Consumer,Northwest,Office Supplies,Binders,8,19.76,0.3,110.66,23.72
ORD-00896,2025-01-21,Consumer,Central,Office Supplies,Pens,4,18.36,0,73.44,33.05
ORD-01033,2025-01-21,Home Office,Northwest,Technology,Laptops,1,1100.6,0,1100.6,242.13
ORD-01116,2025-01-21,Consumer,Volga,Office Supplies,Art,3,59.34,0,178.02,80.11
ORD-02552,2025-01-21,Consumer,Siberia,Technology,Monitors,7,595.17,0.1,3749.57,499.94
ORD-00346,2025-01-22,Corporate,Northwest,Furniture,Storage,4,245.07,0,980.28,294.08
ORD-01073,2025-01-22,Home Office,Central,Office Supplies,Pens,3,3.49,0.2,8.38,2.62
ORD-01736,2025-01-22,Corporate,Northwest,Office Supplies,Binders,8,3.33,0.3,18.65,4.0
ORD-02166,2025-01-22,Home Office,Central,Office Supplies,Art,2,38.62,0,77.24,34.76
ORD-02622,2025-01-22,Corporate,Volga,Office Supplies,Art,5,52.78,0,263.9,118.75
ORD-00008,2025-01-23,Home Office,Volga,Office Supplies,Binders,1,18.06,0,18.06,8.13
ORD-01095,2025-01-23,Consumer,Central,Technology,Laptops,2,1375.18,0,2750.36,605.08
ORD-01688,2025-01-23,Home Office,Central,Office Supplies,Pens,5,15.55,0,77.75,34.99
ORD-01902,2025-01-23,Home Office,Northwest,Office Supplies,Art,1,26.39,0.2,21.11,6.6
ORD-00558,2025-01-24,Consumer,Volga,Furniture,Chairs,8,237.02,0.1,1706.54,379.23
ORD-00940,2025-01-24,Consumer,Northwest,Technology,Phones,4,831.05,0.3,2326.94,-265.94
ORD-01352,2025-01-24,Consumer,South,Technology,Laptops,2,1260.05,0,2520.1,554.42
ORD-01462,2025-01-24,Home Office,Volga,Office Supplies,Pens,6,14.54,0,87.24,39.26
ORD-02739,2025-01-24,Consumer,Northwest,Furniture,Tables,6,834.1,0.2,4003.68,500.46
ORD-00605,2025-01-25,Home Office,Central,Technology,Laptops,4,1212.31,0.1,4364.32,581.91
ORD-01455,2025-01-25,Consumer,Northwest,Furniture,Chairs,6,259.3,0.1,1400.22,311.16
ORD-02065,2025-01-25,Home Office,Volga,Technology,Laptops,1,1349.86,0,1349.86,296.97
ORD-02209,2025-01-25,Consumer,South,Furniture,Tables,8,559.62,0.2,3581.57,447.7
ORD-02723,2025-01-25,Consumer,Central,Office Supplies,Binders,2,20.86,0,41.72,18.77
ORD-02804,2025-01-25,Consumer,Volga,Furniture,Tables,2,150.64,0,301.28,90.38
ORD-02921,2025-01-25,Consumer,Siberia,Office Supplies,Binders,7,4.63,0.2,25.93,8.1
ORD-00330,2025-01-26,Consumer,Northwest,Technology,Laptops,5,1862.46,0,9312.3,2048.71
ORD-00953,2025-01-26,Corporate,Central,Office Supplies,Pens,2,2.21,0,4.42,1.99
ORD-02339,2025-01-26,Corporate,Northwest,Technology,Laptops,3,1820.94,0.1,4916.54,655.54
ORD-01089,2025-01-27,Home Office,Central,Technology,Phones,1,879.3,0.1,791.37,105.52
ORD-01786,2025-01-27,Corporate,Central,Office Supplies,Paper,8,29.36,0.1,211.39,82.21
ORD-00564,2025-01-28,Home Office,South,Office Supplies,Binders,7,11.33,0,79.31,35.69
ORD-01728,2025-01-28,Corporate,Central,Furniture,Tables,2,397.77,0,795.54,238.66
ORD-02497,2025-01-28,Corporate,Northwest,Technology,Monitors,6,274.87,0.2,1319.38,32.99
ORD-01424,2025-01-29,Home Office,Northwest,Office Supplies,Paper,7,33.83,0.2,189.45,59.2
ORD-02694,2025-01-29,Home Office,Central,Furniture,Tables,3,648.0,0.1,1749.6,388.8
ORD-00426,2025-01-30,Consumer,Volga,Office Supplies,Paper,6,36.9,0.1,199.26,77.49
ORD-00881,2025-01-30,Consumer,Central,Technology,Phones,6,709.2,0.1,3829.68,510.62
ORD-01123,2025-01-30,Corporate,Central,Office Supplies,Paper,5,36.26,0.1,163.17,63.45
ORD-01569,2025-01-30,Home Office,Central,Technology,Phones,8,667.68,0.1,4807.3,640.98
ORD-01590,2025-01-30,Consumer,Northwest,Office Supplies,Paper,6,25.94,0.3,108.95,23.35
ORD-01795,2025-01-30,Corporate,Northwest,Office Supplies,Art,4,15.49,0.1,55.76,21.68
ORD-01904,2025-01-30,Consumer,South,Office Supplies,Binders,3,10.15,0,30.45,13.7
ORD-00418,2025-01-31,Consumer,South,Office Supplies,Pens,1,19.38,0,19.38,8.72
ORD-00548,2025-01-31,Home Office,Central,Office Supplies,Paper,5,38.04,0,190.2,85.59
ORD-01538,2025-01-31,Consumer,Central,Office Supplies,Binders,1,19.99,0,19.99,9.0
ORD-02445,2025-01-31,Consumer,South,Technology,Monitors,6,206.3,0.2,990.24,24.76
ORD-00769,2025-02-01,Consumer,Central,Furniture,Storage,7,63.46,0.3,310.95,-0.0
ORD-00902,2025-02-01,Consumer,South,Office Supplies,Binders,6,10.31,0.3,43.3,9.28
ORD-02111,2025-02-01,Consumer,Northwest,Technology,Monitors,2,479.49,0.1,863.08,115.08
ORD-02638,2025-02-01,Consumer,Northwest,Furniture,Tables,5,489.26,0,2446.3,733.89
ORD-02668,2025-02-01,Corporate,Northwest,Technology,Monitors,3,308.6,0.1,833.22,111.1
ORD-02873,2025-02-01,Corporate,Northwest,Furniture,Bookcases,8,372.58,0.3,2086.45,0.0
ORD-00251,2025-02-02,Corporate,Siberia,Furniture,Storage,3,236.46,0.3,496.57,0.0
ORD-01629,2025-02-02,Consumer,Central,Technology,Laptops,7,521.32,0,3649.24,802.83
ORD-02150,2025-02-02,Consumer,Northwest,Technology,Accessories,4,65.27,0.1,234.97,31.33
ORD-02444,2025-02-03,Consumer,Volga,Office Supplies,Pens,5,15.13,0.1,68.09,26.48
ORD-01039,2025-02-04,Consumer,Volga,Office Supplies,Paper,2,16.6,0.1,29.88,11.62
ORD-02379,2025-02-04,Corporate,Siberia,Office Supplies,Paper,3,19.08,0.1,51.52,20.04
ORD-00946,2025-02-05,Consumer,Northwest,Office Supplies,Binders,7,24.8,0,173.6,78.12
ORD-01863,2025-02-05,Consumer,Central,Office Supplies,Art,1,42.56,0,42.56,19.15
ORD-02430,2025-02-05,Consumer,Northwest,Technology,Phones,1,1129.64,0.2,903.71,22.59
ORD-00197,2025-02-06,Consumer,Northwest,Office Supplies,Pens,8,12.69,0.2,81.22,25.38
ORD-00263,2025-02-06,Consumer,South,Office Supplies,Binders,3,16.03,0.2,38.47,12.02
ORD-00628,2025-02-06,Consumer,Northwest,Furniture,Tables,7,555.47,0,3888.29,1166.49
ORD-01526,2025-02-06,Consumer,South,Furniture,Storage,2,218.83,0,437.66,131.3
ORD-02477,2025-02-06,Home Office,South,Office Supplies,Binders,3,17.82,0.3,37.42,8.02
ORD-00763,2025-02-07,Home Office,Central,Office Supplies,Paper,3,34.29,0,102.87,46.29
